ID, Version, Start Time, End Time, Jupiter RA, Jupiter DEC
236900180010, 001, 59358.6638721521, 59358.6977494882, 255.80552, -22.27305
237200010010, 001, 59366.1309376368, 59366.1418056998, 258.46795, -22.54416
237200020010, 001, 59366.1431945896, 59366.1542941342, 261.15056, -22.77211
237300010010, 001, 59368.7924209254, 59368.8031385254, 263.85211, -22.95574
237300020010, 001, 59368.8044811189, 59368.8156269599, 266.57124, -23.094
237400080010, 001, 59371.6788927975, 59371.7127817091, 269.30639, -23.18589
237400090010, 001, 59371.7141127285, 59371.7479900659, 272.05592, -23.23058
237400160010, 001, 59371.9616939097, 59371.9955828205, 274.81812, -23.22731
237400170010, 001, 59371.9970990252, 59372.0309879359, 277.59116, -23.17547
243800290010, 001, 59542.3208502116, 59542.3300747551, 280.37313, -23.07458
243800300010, 001, 59542.3314173486, 59542.3425631896, 283.16214, -22.92432
250600210010, 001, 59723.3542465478, 59723.3634479422, 285.95624, -22.7245
250600220010, 001, 59723.3648252578, 59723.3759248015, 288.7535, -22.47508
256500270010, 001, 59880.1939769882, 59880.203224679, 291.55206, -22.17618
256500280010, 001, 59880.2045556983, 59880.2165580203, 294.3501, -21.82809
258100840010, 001, 59924.5075731573, 59924.5168324222, 297.14586, -21.43125
258100850010, 001, 59924.5178625155, 59924.5564389281, 299.93772, -20.98623
258200000020, 001, 59924.6314389753, 59924.7358024673, 302.72415, -20.49379
258200000030, 001, 59924.7358024673, 59924.7372608015, 305.50375, -19.95481
263600270010, 001, 60069.0533142076, 60069.0625503273, 308.27534, -19.37034
263600280010, 001, 60069.0639276434, 60069.0750387649, 311.03786, -18.74153
270100010010, 001, 60241.3393277178, 60241.3485754086, 313.79038, -18.0697
270100020010, 001, 60241.3500105947, 60241.36190875, 316.53223, -17.35625
043200640010, 001, 53854.2155346549, 53854.2223865119, 319.26287, -16.60275
106300180010, 001, 55740.4450115495, 55740.4518749802, 321.98192, -15.81084
106300190010, 001, 55740.4532059996, 55740.4623610986, 324.68922, -14.98228
