ID, Version, Start Time, End Time, Jupiter RA, Jupiter DEC
039900150010, 001, 53754.5693049875, 53754.6090040852, 264.46461, -22.99097
039900160010, 001, 53754.6104392712, 53754.650149943, 267.1875, -23.11883
039900170010, 001, 53754.6515967031, 53754.6912726527, 267.1875, -23.11883
039900180010, 001, 53754.6927194128, 53754.7324069367, 267.1875, -23.11883
039900190010, 001, 53754.733737956, 53754.7734486281, 267.1875, -23.11883
039900200010, 001, 53754.7748838142, 53754.8145829123, 267.1875, -23.11883
039900210010, 001, 53754.8159139316, 53754.8556130299, 267.1875, -23.11883
039900220010, 001, 53754.857048216, 53754.8967473143, 267.1875, -23.11883
039900230010, 001, 53754.8978237039, 53754.9375112283, 267.1875, -23.11883
039900240010, 001, 53754.9388422477, 53754.9785297722, 267.1875, -23.11883
039900250010, 001, 53754.9798723657, 53755.0195598903, 267.1875, -23.11883
039900260010, 001, 53755.0210182246, 53755.0607057493, 267.1875, -23.11883
039900270010, 001, 53755.0620367687, 53755.1017242936, 267.1875, -23.11883
039900280010, 001, 53755.1031594797, 53755.1428701529, 267.1875, -23.11883
039900290010, 001, 53755.1442127463, 53755.1839002714, 267.1875, -23.11883
039900300010, 001, 53755.1853354575, 53755.2250345567, 267.1875, -23.11883
039900310010, 001, 53755.2264697428, 53755.2661688421, 267.1875, -23.11883
039900320010, 001, 53755.2676040282, 53755.3073031276, 267.1875, -23.11883
039900330010, 001, 53755.3087383137, 53755.3667013135, 267.1875, -23.11883
039900340010, 001, 53755.3681480737, 53755.407835599, 267.1875, -23.11883
039900350010, 001, 53755.4092707851, 53755.4489698845, 267.1875, -23.11883
039900360010, 001, 53755.4504166446, 53755.4901041699, 267.1875, -23.11883
039900370010, 001, 53755.49155093, 53755.5312500293, 267.1875, -23.11883
039900380010, 001, 53755.5326967895, 53755.5723843146, 267.1875, -23.11883
039900390010, 001, 53755.573715334, 53755.6134144332, 267.1875, -23.11883
039900400010, 001, 53755.6148496193, 53755.6545487185, 267.1875, -23.11883
039900410010, 001, 53755.6558797378, 53755.6955672629, 267.1875, -23.11883
039900420010, 001, 53755.697002449, 53755.7747455536, 267.1875, -23.11883
040000080010, 001, 53757.2086932438, 53757.2155566747, 267.1875, -23.11883
040000090010, 001, 53757.2168992683, 53757.2414247489, 267.1875, -23.11883
040000100010, 001, 53757.2428599351, 53757.2666678224, 267.1875, -23.11883
040000110010, 001, 53757.268010416, 53757.2918183031, 267.1875, -23.11883
040000120010, 001, 53757.2931493225, 53757.3169456354, 267.1875, -23.11883
040000130010, 001, 53757.3182766548, 53757.3420961157, 267.1875, -23.11883
040000140010, 001, 53757.3435660241, 53757.3673739107, 267.1875, -23.11883
040000150010, 001, 53757.3688090969, 53757.3926054094, 267.1875, -23.11883
044300080010, 001, 53885.6260741349, 53885.6501829454, 267.1875, -23.11883
044300090010, 001, 53885.6516760019, 53885.6757963866, 267.1875, -23.11883
044300100010, 001, 53885.6771737023, 53885.7013056613, 267.1875, -23.11883
044300110010, 001, 53885.7028102918, 53885.7269306769, 267.1875, -23.11883
044300120010, 001, 53885.7283195666, 53885.7524399518, 267.1875, -23.11883
044300130010, 001, 53885.7539793046, 53885.7780765419, 267.1875, -23.11883
044300160010, 001, 53885.830402964, 53885.8545117758, 267.1875, -23.11883
044300170010, 001, 53885.8558890915, 53885.8800094776, 267.1875, -23.11883
044400470010, 001, 53889.6782758174, 53889.7023846299, 267.1875, -23.11883
044400480010, 001, 53889.7037387975, 53889.7278476101, 267.1875, -23.11883
044400490010, 001, 53889.7292017777, 53889.7533221644, 267.1875, -23.11883
