SCW, Start Time, End Time
146200530010.001, 56934.8788829131, 56934.9043227466
146200540010.001, 56934.9056537661, 56934.9311283218
146200550010.001, 56934.9324593413, 56934.957933897
146200560010.001, 56934.9592649165, 56934.9847394722
146200570010.001, 56934.986267251, 56935.0117070844
146200580010.001, 56935.013049678, 56935.0385126595
146200590010.001, 56935.039855253, 56935.0653182345
146200600010.001, 56935.0666608281, 56935.0921353836
146200610010.001, 56935.0936978847, 56935.1191261438
146200620010.001, 56935.1206539227, 56935.1461169041
146200630010.001, 56935.1474479235, 56935.172922479
146200640010.001, 56935.1744849801, 56935.1999132392
146200650010.001, 56935.2012442587, 56935.2267188142
146200660010.001, 56935.2282813153, 56935.2536980004
146200670010.001, 56935.2552142052, 56935.2806771866
146200680010.001, 56935.2822628359, 56935.3076679469
146200690010.001, 56935.3092535962, 56935.3346471331
146200700010.001, 56935.3359897267, 56935.3614527081
146200710010.001, 56935.3627953017, 56935.3882582832
146200720010.001, 56935.3896008768, 56935.4150638583
146200730010.001, 56935.4164064518, 56935.4418810075
146200740010.001, 56935.4434782309, 56935.468871768
146200750010.001, 56935.4704689914, 56935.4958509545
146200760010.001, 56935.4971819741, 56935.5226565299
146200770010.001, 56935.5260708843, 56935.5515917366
146200780010.001, 56935.5529227561, 56935.5783973121
146200790010.001, 56935.5797283316, 56935.6052028876
146200800010.001, 56935.6065339071, 56935.6320084632
146200810010.001, 56935.6333394827, 56935.6588024648
146200820010.001, 56935.6601450584, 56935.6856080406
146200830010.001, 56935.6869853565, 56935.7124136165
146200840010.001, 56935.7137562102, 56935.7392191926
146200850010.001, 56935.7405617862, 56935.7660247686
146200860010.001, 56935.7673673623, 56935.7928303448
146200870010.001, 56935.7943696978, 56935.8198211063
146200880010.001, 56935.8213951816, 56935.8468118679
146200890010.001, 56935.8481428875, 56935.8736174442
146200900010.001, 56935.8751799454, 56935.9006082058
146200910010.001, 56935.9019392253, 56935.9274137821
146200920010.001, 56935.9289299869, 56935.9543929696
146200930010.001, 56935.9557355632, 56935.9811985459
146200940010.001, 56935.9827610472, 56936.0081893076
146200950010.001, 56936.0097518088, 56936.0351800693
146200960010.001, 56936.0367425705, 56936.0621708309
146200970010.001, 56936.0636986099, 56936.0891384444
146200980010.001, 56936.0906893715, 56936.116129206
146200990010.001, 56936.1176801331, 56936.1431199674
146201000010.001, 56936.144450987, 56936.1699371176
146201010010.001, 56936.1714880447, 56936.2104579818
146600690010.001, 56947.5521438735, 56947.5737179607
146600700010.001, 56947.5753499061, 56947.5960790853
146600710010.001, 56947.5974101046, 56947.6182550247
146600720010.001, 56947.619586044, 56947.6404309642
146600730010.001, 56947.6417619836, 56947.6626069039
146600740010.001, 56947.6639379233, 56947.6847828438
146600750010.001, 56947.6861254373, 56947.706970358
146600760010.001, 56947.7083129515, 56947.7291578724
146600770010.001, 56947.7307898179, 56947.7515074241
146600780010.001, 56947.7528615917, 56947.773706513
146600790010.001, 56947.7752458659, 56947.7960792134
146600800010.001, 56947.7977574553, 56947.8184403399
146600810010.001, 56947.8198060815, 56947.8406510035
146600820010.001, 56947.8423176713, 56947.8630005563
146600830010.001, 56947.864366298, 56947.8851996462
146600840010.001, 56947.8867389992, 56947.9075491994
146600850010.001, 56947.9092390154, 56947.9298987528
146600860010.001, 56947.9312644946, 56947.9521209916
146600870010.001, 56947.9534983075, 56947.9743432307
146600880010.001, 56947.9757205465, 56947.99656547
146600890010.001, 56947.9978964895, 56948.0187414132
146600900010.001, 56948.0201418773, 56948.0409752271
146600910010.001, 56948.0423756912, 56948.0632206153
146600920010.001, 56948.0646210794, 56948.1005586087
146800110010.001, 56951.6569845115, 56951.6779335993
146800120010.001, 56951.6793803596, 56951.7002252809
146800130010.001, 56951.7015563003, 56951.7224012219
146800140010.001, 56951.723824834, 56951.7446697558
146800150010.001, 56951.7460817939, 56951.766926716
146800160010.001, 56951.7686744024, 56951.7892762692
146800170010.001, 56951.7910123816, 56951.8116258227
146800180010.001, 56951.8131651757, 56951.8339753767
146800190010.001, 56951.8353642667, 56951.8562091903
146800200010.001, 56951.8575980803, 56951.8784430042
146800210010.001, 56951.8798434683, 56951.9006768185
146800220010.001, 56951.9020772826, 56951.922922207
146800230010.001, 56951.9244731343, 56951.9452833368
146800240010.001, 56951.9469963012, 56951.9676444667
146800250010.001, 56951.9690333568, 56951.9898667079
146800260010.001, 56951.9912555979, 56952.0120889492
146800270010.001, 56952.0134662652, 56952.0343111907
146800280010.001, 56952.035850544, 56952.0566723214
146800290010.001, 56952.0580380634, 56952.0788829892
146800300010.001, 56952.0802487311, 56952.101093657
146800310010.001, 56952.102459399, 56952.123304325
146800320010.001, 56952.124670067, 56952.1468344387
150400500010.001, 57060.0443038605, 57060.1484474745
150500540010.001, 57062.7657415489, 57062.8699314592
150600680010.001, 57065.4310676815, 57065.4450838947
150800020010.001, 57068.5375398427, 57068.5583847668
150800030010.001, 57068.5597273605, 57068.5805722846
150800040010.001, 57068.5821695081, 57068.6029334137
150800050010.001, 57068.6045190631, 57068.6252945429
150800060010.001, 57068.6268686182, 57068.647644098
150800070010.001, 57068.6491603029, 57068.6699936531
150800080010.001, 57068.6713709691, 57068.692169597
150800090010.001, 57068.6935121907, 57068.714345541
150800100010.001, 57068.7159427645, 57068.7367066703
150800110010.001, 57068.7380376899, 57068.7588941883
150800120010.001, 57068.7604219674, 57068.7812437436
150800130010.001, 57068.7828988376, 57068.803604873
150800140010.001, 57068.8049474667, 57068.8258039653
150800150010.001, 57068.827424337, 57068.8481535207
150800160010.001, 57068.8494961144, 57068.8703410391
150800170010.001, 57068.8718688181, 57068.8926905946
150800180010.001, 57068.8943572627, 57068.9150401502
150800190010.001, 57068.916394318, 57068.9372508169
150800200010.001, 57068.9386049847, 57068.9594614836
150800210010.001, 57068.9608156514, 57068.9816721504
150800220010.001, 57068.9832115035, 57069.0040332803
150800230010.001, 57069.0054221703, 57069.0262555213
150800240010.001, 57069.0276212632, 57069.0484777623
150800250010.001, 57069.0498435042, 57069.0707000035
150800260010.001, 57069.0720541713, 57069.1105264264
151500040010.001, 57087.1304448474, 57087.1721231133
151500050010.001, 57087.1734657067, 57087.2151439727
151500060010.001, 57087.2166717514, 57087.2583384432
151500070010.001, 57087.2598546478, 57087.3015329139
151500080010.001, 57087.3030606925, 57087.3447273845
151500090010.001, 57087.3462551632, 57087.3879218553
151500100010.001, 57087.3892528747, 57087.4309311409
151500110010.001, 57087.4324589196, 57087.4741256119
151500120010.001, 57087.4756533906, 57087.5173085089
151500130010.001, 57087.5188478617, 57087.5605029802
151500140010.001, 57087.5620307589, 57087.6037090256
151500150010.001, 57087.6050516191, 57087.6467183118
151500160010.001, 57087.6482576646, 57087.6899127835
151500170010.001, 57087.6914405623, 57087.7331072554
151500180010.001, 57087.7344614229, 57087.7761165421
151500190010.001, 57087.7776443208, 57087.819287866
151500200010.001, 57087.820838793, 57087.8624823383
151500210010.001, 57087.8638249318, 57087.9054916254
151500220010.001, 57087.9068342189, 57087.9485009127
151500230010.001, 57087.9498435062, 57087.9915217743
151500240010.001, 57087.9930495531, 57088.0347162473
151500250010.001, 57088.0360588408, 57088.0777255352
151500260010.001, 57088.0790565546, 57088.1207348234
151500270010.001, 57088.1220658428, 57088.1637441117
151500280010.001, 57088.1650751311, 57088.2080612715
151500300010.001, 57088.2349941603, 57088.2758390956
151500300020.001, 57088.2758390956, 57088.3261863521
151500300030.001, 57088.3261863521, 57088.3507581281
151500320010.001, 57088.3613715612, 57088.4030614041
151500330010.001, 57088.4044850162, 57088.4460706922
151500340010.001, 57088.4475984711, 57088.4892651655
151500350010.001, 57088.4907813703, 57088.5324596387
151500360010.001, 57088.5339758434, 57088.5756425377
151500370010.001, 57088.5772860573, 57088.6188485846
151500380010.001, 57088.620179604, 57088.661846298
151500390010.001, 57088.6633740768, 57088.7050523447
151500400010.001, 57088.7065801235, 57088.7482468172
151500410010.001, 57088.749774596, 57088.7914412897
151500420010.001, 57088.7929690685, 57088.8346357621
151500430010.001, 57088.8359667815, 57088.8776450492
151500440010.001, 57088.879172828, 57088.9208279475
151500450010.001, 57088.9223557263, 57088.9640339939
151500460010.001, 57088.9653650133, 57089.0070317069
151500470010.001, 57089.0085594857, 57089.0502261793
151500480010.001, 57089.0517655322, 57089.0934206517
151500490010.001, 57089.0947632452, 57089.1364299389
151500500010.001, 57089.1377609583, 57089.179427652
151500510010.001, 57089.1807702455, 57089.2224369393
151500520010.001, 57089.2239647181, 57089.265631412
151500530010.001, 57089.2669740055, 57089.3086406996
151500540010.001, 57089.309983293, 57089.3508513756
151500540020.001, 57089.3508513756, 57089.3782472272
151600010010.001, 57089.8909906332, 57089.9326573284
151600020010.001, 57089.9339999219, 57089.975666617
151600040010.001, 57089.9880277365, 57090.0297060057
151600050010.001, 57090.0310485992, 57090.072715294
151600060010.001, 57090.0742430728, 57090.1159097675
151600070010.001, 57090.1174375463, 57090.1591158148
151600080010.001, 57090.1606435936, 57090.2023102877
151600090010.001, 57090.2036760293, 57090.245319575
151600100010.001, 57090.2466505944, 57090.2883288621
151600110010.001, 57090.2896598815, 57090.331338149
151600120010.001, 57090.3328543537, 57090.374521047
151600130010.001, 57090.3760488257, 57090.4177155189
151600140010.001, 57090.4192432976, 57090.4609099906
151600150010.001, 57090.4624493434, 57090.5041160364
151600160010.001, 57090.5054586298, 57090.5471253227
151600170010.001, 57090.5486531014, 57090.5903197943
151600180010.001, 57090.5916508136, 57090.6333290805
151600190010.001, 57090.6349031556, 57090.676523552
151600200010.001, 57090.6780629049, 57090.7197064495
151600210010.001, 57090.7210490429, 57090.7627157357
151600220010.001, 57090.7640583292, 57090.8057250219
151600230010.001, 57090.8070676154, 57090.8487343082
151600240010.001, 57090.8502620869, 57090.9095561057
151600250010.001, 57090.9108871251, 57090.9525653922
151600260010.001, 57090.9538964115, 57091.0124496895
151600270010.001, 57091.0137807089, 57091.0554589763
151600280010.001, 57091.056986755, 57091.0986418743
151600290010.001, 57091.1019404876, 57091.1437923663
151600300010.001, 57091.1453432933, 57091.1869868386
151600310010.001, 57091.1883294321, 57091.2299961256
151600320010.001, 57091.2315354785, 57091.2732021721
151600330010.001, 57091.2747415249, 57091.3163966446
151600340010.001, 57091.3179244233, 57091.3595911172
151600350010.001, 57091.36113047, 57091.4027855899
151600360010.001, 57091.4043133687, 57091.4459800626
151600370010.001, 57091.4475078414, 57091.4891629612
151600380010.001, 57091.49069074, 57091.532369008
151600390010.001, 57091.5338967868, 57091.5755519066
151600400010.001, 57091.5768945, 57091.618572768
151600410010.001, 57091.6201005468, 57091.6617672407
151600420010.001, 57091.6630982601, 57091.704776528
151600430010.001, 57091.7063043068, 57091.7479594266
151600440010.001, 57091.7494872054, 57091.7911654733
151600450010.001, 57091.7924964926, 57091.8341631864
151600460010.001, 57091.8355057799, 57091.8771840478
151600470010.001, 57091.8785150672, 57091.920181761
151600480010.001, 57091.9216516693, 57091.9632026223
151600490010.001, 57091.9645452157, 57092.0054711682
151600490020.001, 57092.0054711682, 57092.0300776657
152000020010.001, 57100.4274323835, 57100.4489948972
152000030010.001, 57100.4503374906, 57100.4711708372
152000040010.001, 57100.4727101901, 57100.4935319626
152000050010.001, 57100.4950597413, 57100.5158930879
152000060010.001, 57100.5174208667, 57100.5382542133
152000070010.001, 57100.5397819921, 57100.5606153387
152000080010.001, 57100.5619463581, 57100.5827912788
152000090010.001, 57100.5841222982, 57100.604967219
152000100010.001, 57100.6064949977, 57100.6273283444
152000110010.001, 57100.6288445491, 57100.6496894699
152000120010.001, 57100.6512172487, 57100.6720390213
152000130010.001, 57100.6735668001, 57100.6944001468
152000140010.001, 57100.6957427403, 57100.716576087
152000150010.001, 57100.7181038658, 57100.7389487866
152000160010.001, 57100.74029138, 57100.7611247267
152000170010.001, 57100.7626525055, 57100.7834858522
152000180010.001, 57100.785013631, 57100.8058469777
152000190010.001, 57100.8071895711, 57100.8280229179
152000200010.001, 57100.8293655113, 57100.850198858
152000210010.001, 57100.8515414515, 57100.8723747982
152000220010.001, 57100.873902577, 57100.8947359237
152000240010.001, 57100.9182428832, 57100.939087804
152000250010.001, 57100.9404188234, 57100.9612637442
152000260010.001, 57100.9625947635, 57100.9834396843
152400020010.001, 57111.0650085309, 57111.0858534509
152400030010.001, 57111.0871960443, 57111.1080293902
152400040010.001, 57111.1096034652, 57111.1303905149
152400050010.001, 57111.1319761639, 57111.1527516395
152400060010.001, 57111.1543372886, 57111.1751127641
152400070010.001, 57111.1766405428, 57111.1974738888
152400080010.001, 57111.1988164822, 57111.2196498281
152400090010.001, 57111.2209808474, 57111.2418257675
152400100010.001, 57111.2433882684, 57111.2641753181
152400120010.001, 57111.2871845913, 57111.305980899
152400130010.001, 57111.3075433999, 57111.3310619327
152400140010.001, 57111.332392952, 57111.3532378721
152400150010.001, 57111.354788799, 57111.3755989968
152400160010.001, 57111.3769300162, 57111.3977749362
152400170010.001, 57111.3992911409, 57111.420136061
152400180010.001, 57111.4216869878, 57111.4424971857
152400190010.001, 57111.443828205, 57111.464661551
152400200010.001, 57111.4660041444, 57111.4868374905
152400210010.001, 57111.4881800839, 57111.5090134299
152400220010.001, 57111.5105412086, 57111.5313629805
152400240010.001, 57111.5548815134, 57111.5757148594
152400250010.001, 57111.5770574528, 57111.5978907988
152400260010.001, 57111.5992333923, 57111.6376824897
152800040010.001, 57121.882192085, 57121.903766179
152800050010.001, 57121.905120347, 57121.9259536994
152800060010.001, 57121.9276203676, 57121.9483148308
152800070010.001, 57121.949981499, 57121.9706643878
152800080010.001, 57121.9723426301, 57121.9930370927
152800090010.001, 57121.9945532978, 57122.0153866491
152800100010.001, 57122.0167523911, 57122.0375857421
152800110010.001, 57122.03893991, 57122.0597848348
152800120010.001, 57122.0614283547, 57122.0821459644
152800130010.001, 57122.0835001322, 57122.1043334824
152800140010.001, 57122.1058728355, 57122.1266830373
152800150010.001, 57122.128303409, 57122.149032592
152800160010.001, 57122.1503751856, 57122.1712085351
152800170010.001, 57122.1728289067, 57122.1935696632
152800180010.001, 57122.1949122568, 57122.2157571799
152800190010.001, 57122.2172849588, 57122.2381183075
152800200010.001, 57122.2397386791, 57122.260479435
152800210010.001, 57122.2618104545, 57122.2826553769
152800220010.001, 57122.2839863964, 57122.3048197446
152800230010.001, 57122.3061623382, 57122.3270072604
152800240010.001, 57122.3285581874, 57122.3493568132
152800260010.001, 57122.372863774, 57122.3936971219
152800270010.001, 57122.3950397154, 57122.4158730631
152800280010.001, 57122.4172156566, 57122.4380490042
157700040010.001, 57252.0323212159, 57252.0533281738
157700080010.001, 57252.12097868, 57252.1432009164
157700100010.001, 57252.1660018568, 57252.1868236293
157700110010.001, 57252.1882125191, 57252.2090458656
157700120010.001, 57252.2107356815, 57252.2313954168
157700130010.001, 57252.2327611584, 57252.2536176531
157700140010.001, 57252.2551454318, 57252.2759672042
157700150010.001, 57252.2776222978, 57252.2983167553
157700160010.001, 57252.2996709228, 57252.3205274174
157700170010.001, 57252.3221940851, 57252.3428885425
157700180010.001, 57252.3442542841, 57252.3650992046
157700190010.001, 57252.3666154092, 57252.3874487555
157700200010.001, 57252.3891154232, 57252.4098098806
157700210010.001, 57252.4111640481, 57252.4320089685
157700220010.001, 57252.433363136, 57252.4541964823
157700230010.001, 57252.4558400018, 57252.4765460332
157700240010.001, 57252.4778886266, 57252.4987219728
157700250010.001, 57252.5000645663, 57252.5208979125
157700260010.001, 57252.5222405059, 57252.5430854262
157700270010.001, 57252.5444395937, 57252.5652729399
157700280010.001, 57252.5668933112, 57252.5876340648
158100030010.001, 57262.6745503167, 57262.6953836644
158100040010.001, 57262.6969345913, 57262.7177563649
158100050010.001, 57262.7193072919, 57262.7401059172
158100070010.001, 57262.763798063, 57262.7846314105
158100080010.001, 57262.785974004, 57262.8068073514
158100090010.001, 57262.8081499449, 57262.8289832922
158100100010.001, 57262.8305457933, 57262.8513444183
158100110010.001, 57262.8526754378, 57262.8735203591
158100120010.001, 57262.8750481379, 57262.8958814851
158100130010.001, 57262.8972125045, 57262.9180574257
158100140010.001, 57262.9193884451, 57262.9402333663
158100150010.001, 57262.9415643856, 57262.9624093067
158100160010.001, 57262.9637403261, 57262.9845852472
158100170010.001, 57262.9861014519, 57263.0069347988
158100180010.001, 57263.008520448, 57263.0292727763
158100190010.001, 57263.0306153698, 57263.0514487166
158100200010.001, 57263.0527913101, 57263.0736246569
158100210010.001, 57263.0749672504, 57263.0958121712
158100220010.001, 57263.0973399499, 57263.1181732967
158100230010.001, 57263.1195158901, 57263.1403492368
158100240010.001, 57263.1416918302, 57263.1625251768
158100250010.001, 57263.1638677703, 57263.1847011169
158100260010.001, 57263.1860437103, 57263.2068770569
158900020010.001, 57283.9465895734, 57283.9677007017
158900030010.001, 57283.9692284808, 57283.990061831
158900040010.001, 57283.9914044247, 57284.0122377749
158900050010.001, 57284.0135803686, 57284.0344137186
158900060010.001, 57284.0357563123, 57284.0565896621
158900070010.001, 57284.0581174411, 57284.0789507907
158900080010.001, 57284.0802933843, 57284.1011267338
158900090010.001, 57284.1024693274, 57284.1233142506
158900100010.001, 57284.1248420296, 57284.1456753785
158900110010.001, 57284.147006398, 57284.1678513208
158900120010.001, 57284.1693790997, 57284.1902124482
158900130010.001, 57284.1917402271, 57284.2125735754
158900140010.001, 57284.2139045948, 57284.2347495171
158900150010.001, 57284.2362657219, 57284.257110644
158900160010.001, 57284.2584416634, 57284.2792865854
158900170010.001, 57284.2806176049, 57284.3014625267
158900180010.001, 57284.3029903056, 57284.3238236533
158900190010.001, 57284.325339858, 57284.3461847797
158900200010.001, 57284.3477009844, 57284.368545906
158900210010.001, 57284.3698769254, 57284.3907102728
158900220010.001, 57284.3922380516, 57284.413071399
158900230010.001, 57284.4144139925, 57284.4518098508
158900250010.001, 57284.5002126606, 57284.5126663725
158900260010.001, 57284.514008966, 57284.5363122214
159300550010.001, 57296.1432523586, 57296.164108855
159300560010.001, 57296.1654398744, 57296.1862847968
159300570010.001, 57296.1877894275, 57296.2278936229
159300580010.001, 57296.2294098277, 57296.2502547501
159300590010.001, 57296.2515973437, 57296.272430692
159300600010.001, 57296.2738080078, 57296.2946066339
159300610010.001, 57296.2959492275, 57296.3167825759
159300620010.001, 57296.3181251695, 57296.3389585179
159300630010.001, 57296.3404747227, 57296.3613196452
159300640010.001, 57296.36283585, 57296.3836691985
159300650010.001, 57296.385000218, 57296.4058451405
159300660010.001, 57296.40717616, 57296.4280210826
159300670010.001, 57296.4293521021, 57296.4501970246
159300680010.001, 57296.4515280441, 57296.4723729666
159300690010.001, 57296.4737039861, 57296.494734094
159300700010.001, 57296.4962502988, 57296.5171067954
159300710010.001, 57296.5186230001, 57296.5394563486
159300720010.001, 57296.5409725534, 57296.5618174759
159300730010.001, 57296.5631600694, 57296.5839934178
159300740010.001, 57296.5853360114, 57296.6258105776
159300750010.001, 57296.6271531711, 57296.6479865194
159300760010.001, 57296.6495027242, 57296.6703476466
159300770010.001, 57296.6718754255, 57296.6927087737
159300780010.001, 57296.6940513673, 57296.7148847154
159300790010.001, 57296.7162157349, 57296.763218083
159700020010.001, 57305.3116385322, 57305.3324834543
159700030010.001, 57305.3340575295, 57305.3548445811
159700040010.001, 57305.3561871747, 57305.4033052632
159700050010.001, 57305.4046478567, 57305.4254927787
159700060010.001, 57305.4268353723, 57305.4476687202
159700070010.001, 57305.4490113138, 57305.4698446618
159700080010.001, 57305.4711756812, 57305.4920206033
159700090010.001, 57305.4933516228, 57305.5141965449
159700100010.001, 57305.5155275644, 57305.5363724866
159700110010.001, 57305.5379581359, 57305.5587336137
159700120010.001, 57305.5602613926, 57305.5810947409
159700130010.001, 57305.5824257603, 57305.6032706828
159700160010.001, 57305.6491387717, 57305.6699721204
159700170010.001, 57305.6714998993, 57305.692321674
159700180010.001, 57305.6939420455, 57305.7146712277
159700190010.001, 57305.7162915993, 57305.7370323556
159700200010.001, 57305.7383749492, 57305.7592082984
159700210010.001, 57305.760550892, 57305.7822175752
159700220010.001, 57305.7822175752, 57305.7961759193
159700230010.001, 57305.7977731427, 57305.8259328867
159700240010.001, 57305.8272754804, 57305.8482940153
159700250010.001, 57305.849925961, 57305.8706435699
159700260010.001, 57305.8719861635, 57305.8941158107
159800060010.001, 57307.9441518753, 57307.980170416
159800070010.001, 57307.9817560652, 57308.017346365
159800080010.001, 57308.0186773843, 57308.0543487029
159800090010.001, 57308.0556797223, 57308.0913394671
159800100010.001, 57308.0926704865, 57308.1283186576
159800110010.001, 57308.1298580105, 57308.1654946079
159800120010.001, 57308.1668256273, 57308.2024737992
159800130010.001, 57308.2038163927, 57308.239464565
159800140010.001, 57308.2408071585, 57308.2764553311
159800150010.001, 57308.2780641285, 57308.3136312829
159800160010.001, 57308.3151590617, 57308.3508072351
159800170010.001, 57308.3521614027, 57308.3878095764
159800180010.001, 57308.389429948, 57308.4249971036
159800190010.001, 57308.4263281231, 57308.4619878718
159800200010.001, 57308.4635966693, 57308.4991522518
159800210010.001, 57308.5006800307, 57308.5363166321
159800220010.001, 57308.5379601519, 57308.5734694387
159800230010.001, 57308.5751129585, 57308.6481569978
159800240010.001, 57308.6495111656, 57308.6851709165
159800250010.001, 57308.6865250843, 57308.7221848356
159800260010.001, 57308.7235274293, 57308.7591756069
159800270010.001, 57308.7608654231, 57308.7963631379
159800280010.001, 57308.79804138, 57308.8335390952
159800290010.001, 57308.8352057632, 57308.8707034786
159800300010.001, 57308.8720576465, 57308.9077173993
159800320010.001, 57308.9302405669, 57308.9508077144
159800330010.001, 57308.9521387341, 57308.9930183993
159800330020.001, 57308.9930183993, 57309.0337360275
159800330030.001, 57309.0337360275, 57309.0576480854
159800350010.001, 57309.0708078192, 57309.1282268507
159800360010.001, 57309.1298240743, 57309.1654143831
159800370010.001, 57309.1667454027, 57309.2024051558
159800380010.001, 57309.2037361755, 57309.2393959284
159800390010.001, 57309.2407269481, 57309.2763751269
159800400010.001, 57309.2779029059, 57309.3135395105
159800410010.001, 57309.3148821042, 57309.3505302827
159800420010.001, 57309.3518728765, 57309.387521055
159800430010.001, 57309.3888636487, 57309.4245118271
159800440010.001, 57309.4261321989, 57309.4967456849
159800450010.001, 57309.498285038, 57309.5339332166
159800460010.001, 57309.5352873844, 57309.570935563
159800470010.001, 57309.5725790829, 57309.6081115207
159800490010.001, 57309.646444887, 57309.682266677
159800500010.001, 57309.6838060302, 57309.7194310609
159800510010.001, 57309.7210861549, 57309.7565954448
159800520010.001, 57309.7582505388, 57309.793771403
159800530010.001, 57309.7951255708, 57309.8307853241
159800540010.001, 57309.8321394919, 57309.8678223935
159800550010.001, 57309.8691534132, 57309.9048131667
159800560010.001, 57309.9065145571, 57309.9419775514
159800570010.001, 57309.9436673677, 57309.9791535105
159800580010.001, 57309.9808433268, 57310.0163178956
159800590010.001, 57310.0176836376, 57310.0754151713
159900020010.001, 57310.532846144, 57310.5715267352
159900030010.001, 57310.573147107, 57310.6476957862
159900040010.001, 57310.64903838, 57310.6876958223
159900050010.001, 57310.6890384161, 57310.727695858
159900060010.001, 57310.7290384517, 57310.7676958933
159900070010.001, 57310.7692236724, 57310.8078811137
159900080010.001, 57310.8092237074, 57310.8478811484
159900090010.001, 57310.8492121681, 57310.8878811829
159900100010.001, 57310.8892237767, 57310.9278927915
159900110010.001, 57310.9295247373, 57310.9680895853
159900120010.001, 57310.9696173644, 57311.0303465834
159900130010.001, 57311.0317123253, 57311.0703813402
159900140010.001, 57311.0720364343, 57311.1105665603
159900150010.001, 57311.1119207281, 57311.1505781692
159900160010.001, 57311.1522332633, 57311.1907518155
159900170010.001, 57311.1922795946, 57311.2309370359
159900180010.001, 57311.232603704, 57311.2710991082
159900190010.001, 57311.2727657763, 57311.3112959029
159900200010.001, 57311.3126616448, 57311.3513306605
159900210010.001, 57311.3526964024, 57311.4274186912
159900220010.001, 57311.428761285, 57311.4674187271
159900230010.001, 57311.4688191913, 57311.5074766336
159900240010.001, 57311.5092011722, 57311.5476618552
159900250010.001, 57311.5493748198, 57311.6102429311
159900260010.001, 57311.6116318213, 57311.6503008384
159900270010.001, 57311.6537614898, 57311.6924305072
159900280010.001, 57311.6938772678, 57311.7324652667
159900290010.001, 57311.7339236014, 57311.7725116004
159900300010.001, 57311.7739699351, 57311.8125695083
159900310010.001, 57311.814027843, 57311.8526274164
159900320010.001, 57311.8540510288, 57311.8926274542
159900330010.001, 57311.894108937, 57311.9326737885
159900340010.001, 57311.9340511046, 57311.9727085489
159900350010.001, 57311.9741437354, 57312.0127548835
159900360010.001, 57312.0142016441, 57312.0527896441
159900370010.001, 57312.0543868679, 57312.0929517198
159900380010.001, 57312.0946646845, 57312.1331253696
159900390010.001, 57312.1345605562, 57312.1999772859
159900400010.001, 57312.2017018246, 57312.2401625098
159900410010.001, 57312.2415976964, 57312.2801972705
159900420010.001, 57312.2817944943, 57312.3203824943
159900430010.001, 57312.3218061068, 57312.360417255
159900440010.001, 57312.3621070714, 57312.4005909046
159900450010.001, 57312.402280721, 57312.4407761282
159900460010.001, 57312.4424196483, 57312.4809497777
159900470010.001, 57312.482489131, 57312.5211234271
159900480010.001, 57312.5227322249, 57312.5989012787
159900490010.001, 57312.6005679469, 57312.6390865018
159900500010.001, 57312.6404175216, 57312.6790865394
159900510010.001, 57312.6807069113, 57312.7341213131
164400040010.001, 57430.1940123555, 57430.2185609826
164400050010.001, 57430.2361998832, 57430.2570679526
164400080010.001, 57430.3034105768, 57430.3241397579
164400090010.001, 57430.3256675367, 57430.3464893107
164400100010.001, 57430.3478434783, 57430.3686768265
164400110010.001, 57430.3700309942, 57430.3908759167
164400120010.001, 57430.3925310105, 57430.4132370442
164400130010.001, 57430.414602786, 57430.435459283
164400140010.001, 57430.4369870619, 57430.4578088369
164400150010.001, 57430.4595102271, 57430.4801815393
164400160010.001, 57430.4815472811, 57430.5024037789
164400170010.001, 57430.504082021, 57430.5247417596
164400180010.001, 57430.5261075014, 57430.5469524256
164400190010.001, 57430.5484917787, 57430.5693019809
164400200010.001, 57430.5710033712, 57430.5916515363
164400210010.001, 57430.5930404264, 57430.6138969253
164400220010.001, 57430.6152858153, 57430.6361307403
164400230010.001, 57430.6375196304, 57430.6583645555
164400240010.001, 57430.6598923346, 57430.6807256859
164400250010.001, 57430.6821377242, 57430.7029826497
164400260010.001, 57430.7043831139, 57430.7252280396
164400270010.001, 57430.7266285038, 57430.7474618556
164400280010.001, 57430.7488623198, 57430.7697188199
164800190010.001, 57441.3344018464, 57441.3555476931
164800200010.001, 57441.3571680645, 57441.3778972444
164800210010.001, 57441.3792398378, 57441.4000731844
164800220010.001, 57441.4016935558, 57441.4224343099
164800230010.001, 57441.4240546813, 57441.4447954355
164800240010.001, 57441.4463232143, 57441.4671565613
164800250010.001, 57441.4687653587, 57441.4895176873
164800260010.001, 57441.4911149106, 57441.5118788135
164800270010.001, 57441.5134644627, 57441.5342283658
164800280010.001, 57441.535814015, 57441.5565779182
164800290010.001, 57441.558105697, 57441.5789274708
164800300010.001, 57441.5802584902, 57441.6011034123
164800310010.001, 57441.6026774875, 57441.6234645392
164800320010.001, 57441.6250386144, 57441.6458256663
164800330010.001, 57441.6474113156, 57441.6681867935
164800340010.001, 57441.6697145723, 57441.6905363466
164800350010.001, 57441.6918789402, 57441.7127122886
164800360010.001, 57441.7140548822, 57441.7348998048
164800370010.001, 57441.7362423984, 57441.757075747
164800380010.001, 57441.7584183405, 57441.7792516892
164800390010.001, 57441.7808141903, 57441.8014276315
164800400010.001, 57441.8027702251, 57441.8236035738
164800410010.001, 57441.8249461674, 57441.8457795162
164800420010.001, 57441.8471221098, 57441.8679554587
164800430010.001, 57441.8692864782, 57441.9077471551
165200040010.001, 57451.4746054109, 57451.4954503353
165200050010.001, 57451.4967813549, 57451.5176262794
